County,YearNum,medianHousePrice
Albany,2015,105465.81334028767
Albany,2016,110701.56854228057
Albany,2017,115060.59754110295
Albany,2018,119212.5481390188
Albany,2019,123973.00204458389
Albany,2020,130354.21501659449
Albany,2021,139237.89717190064
Albany,2022,151210.1051789052
Albany,2023,166864.4020910822
Albany,2024,185142.41864963807
Albany,2025,203602.9837904815
Albany,2026,222059.07764029715
Albany,2027,240515.16862492682
Albany,2028,259017.0695232499
Albany,2029,277477.6346640933
Albany,2030,293557.09462136455
Bronx,2015,158661.13917954674
Bronx,2016,170313.71230421824
Bronx,2017,182324.49461285796
Bronx,2018,193801.16024018227
Bronx,2019,203490.04521750202
Bronx,2020,210023.7280063297
Bronx,2021,212266.19982998396
Bronx,2022,213944.49752752078
Bronx,2023,221853.55823770716
Bronx,2024,234215.90356516265
Bronx,2025,246914.52315246643
Bronx,2026,259613.4979188159
Bronx,2027,272312.47797341296
Bronx,2028,285046.5125172744
Bronx,2029,297745.1321045782
Bronx,2030,308832.0747118148
Broome,2015,51899.69756262666
Broome,2016,53828.0802487467
Broome,2017,54838.30804298291
Broome,2018,55979.378981974696
Broome,2019,58429.085539780375
Broome,2020,63339.46508558558
Broome,2021,71305.6979785288
Broome,2022,81018.75058734353
Broome,2023,90072.26295042956
Broome,2024,98487.71362105483
Broome,2025,106791.34545029626
Broome,2026,115106.8346706388
Broome,2027,123422.35364944831
Broome,2028,131772.74226455585
Broome,2029,140076.37409379726
Broome,2030,147234.34651435982
Cattaraugus,2015,78087.36019702292
Cattaraugus,2016,84188.84806026863
Cattaraugus,2017,90195.78413704644
Cattaraugus,2018,96448.72949536213
Cattaraugus,2019,103137.69866919884
Cattaraugus,2020,110106.40204815869
Cattaraugus,2021,116427.9060214681
Cattaraugus,2022,121092.20238241968
Cattaraugus,2023,123232.73889504334
Cattaraugus,2024,123506.94686167903
Cattaraugus,2025,123602.59583893849
Cattaraugus,2026,123705.9460223237
Cattaraugus,2027,123809.34356909414
Cattaraugus,2028,123918.78525589571
Cattaraugus,2029,124014.43423315529
Cattaraugus,2030,124721.04689218354
Cayuga,2015,102955.16392363574
Cayuga,2016,105850.51154057511
Cayuga,2017,107458.15820090189
Cayuga,2018,110327.16304964008
Cayuga,2019,117280.04107632152
Cayuga,2020,129023.26552227321
Cayuga,2021,141208.52929752006
Cayuga,2022,152806.91085178225
Cayuga,2023,163574.36207432728
Cayuga,2024,173622.53270340853
Cayuga,2025,183563.71097475
Cayuga,2026,193505.38343742248
Cayuga,2027,203447.0532135394
Cayuga,2028,213418.366481151
Cayuga,2029,223359.54475249248
Cayuga,2030,231871.61349125014
Chautauqua,2015,74404.03891378157
Chautauqua,2016,79368.77282537904
Chautauqua,2017,84023.0397569735
Chautauqua,2018,90011.21556237928
Chautauqua,2019,97253.1378873188
Chautauqua,2020,105464.72084875253
Chautauqua,2021,114450.68017238809
Chautauqua,2022,123464.7593213499
Chautauqua,2023,131762.9112215217
Chautauqua,2024,139434.6698648739
Chautauqua,2025,147022.44825284174
Chautauqua,2026,154611.74929687954
Chautauqua,2027,162201.05239090754
Chautauqua,2028,169813.38247178574
Chautauqua,2029,177401.1608597536
Chautauqua,2030,183794.11488716395
Chemung,2015,52456.56523346962
Chemung,2016,55241.45069495347
Chemung,2017,58489.74228095012
Chemung,2018,61538.89942172481
Chemung,2019,64466.071179552666
Chemung,2020,67818.28793775245
Chemung,2021,71501.17060885056
Chemung,2022,75199.10207849588
Chemung,2023,78560.66976630299
Chemung,2024,81577.99505169984
Chemung,2025,84523.23716137871
Chemung,2026,87482.9441656856
Chemung,2027,90442.73706045757
Chemung,2028,93423.33034027401
Chemung,2029,96368.57244995306
Chemung,2030,100542.52187350445
Clinton,2015,73081.89018286673
Clinton,2016,77594.20005993934
Clinton,2017,81708.71113305418
Clinton,2018,85360.95833251871
Clinton,2019,90609.2864028827
Clinton,2020,98047.37846187613
Clinton,2021,106749.22381850037
Clinton,2022,115315.77561968252
Clinton,2023,122566.49704966131
Clinton,2024,128662.16538413503
Clinton,2025,134605.89773944576
Clinton,2026,140562.6553718076
Clinton,2027,146519.4454723502
Clinton,2028,152505.70819452257
Clinton,2029,158449.4405498332
Clinton,2030,163671.13674608013
Columbia,2015,122137.90273123572
Columbia,2016,136589.1636110471
Columbia,2017,152153.5718227083
Columbia,2018,167503.90243418748
Columbia,2019,185765.30564355373
Columbia,2020,208953.73728295523
Columbia,2021,235652.7363915163
Columbia,2022,262912.8810216574
Columbia,2023,288936.10913392826
Columbia,2024,313693.54480126203
Columbia,2025,338242.00264451007
Columbia,2026,362794.10051261913
Columbia,2027,387346.21920717176
Columbia,2028,411972.61512040906
Columbia,2029,436521.0729636571
Columbia,2030,457833.620679581
Cortland,2015,64729.60994493901
Cortland,2016,69124.47432559436
Cortland,2017,73590.32746958833
Cortland,2018,78304.28896065481
Cortland,2019,83309.71008125256
Cortland,2020,88897.40821510646
Cortland,2021,95084.27875037555
Cortland,2022,101444.60771416164
Cortland,2023,107815.71202729677
Cortland,2024,114469.70439463783
Cortland,2025,121167.53314465669
Cortland,2026,127855.6286335453
Cortland,2027,134543.70841939794
Cortland,2028,141239.64747598246
Cortland,2029,147937.47622600134
Cortland,2030,153852.22711932
Dutchess,2015,120001.11740215476
Dutchess,2016,130262.96209738283
Dutchess,2017,140356.942324193
Dutchess,2018,150692.50851382062
Dutchess,2019,161628.1288247399
Dutchess,2020,173425.3060785229
Dutchess,2021,186082.57182595436
Dutchess,2022,199511.16827399516
Dutchess,2023,213685.1956046061
Dutchess,2024,228370.7056845016
Dutchess,2025,243060.30563432342
Dutchess,2026,257748.26205604468
Dutchess,2027,272436.2325522913
Dutchess,2028,287160.98868223326
Dutchess,2029,301850.58863205503
Dutchess,2030,314903.75966828177
Erie,2015,60264.82065483619
Erie,2016,69890.58242878986
Erie,2017,81489.20562558739
Erie,2018,92601.58757493515
Erie,2019,103968.98528381623
Erie,2020,116224.02936883782
Erie,2021,128957.74884956516
Erie,2022,141428.34547934713
Erie,2023,153062.4717555079
Erie,2024,163914.12149281116
Erie,2025,174661.0796388985
Erie,2026,185403.7149516799
Erie,2027,196146.3209918222
Erie,2028,206917.07649043362
Erie,2029,217664.03463652087
Erie,2030,227006.25917033583
Franklin,2015,75845.23705063232
Franklin,2016,77002.36196555948
Franklin,2017,78494.34771380894
Franklin,2018,81716.29809875191
Franklin,2019,85288.57126672457
Franklin,2020,92058.8857926347
Franklin,2021,108226.51768287578
Franklin,2022,121577.43980383406
Franklin,2023,121992.77203649162
Franklin,2024,118302.74366185894
Franklin,2025,114619.81091362408
Franklin,2026,110942.32721955939
Franklin,2027,107264.91694707876
Franklin,2028,103574.49925448629
Franklin,2029,99891.56650625156
Franklin,2030,96688.41400373373
Fulton,2015,65191.682824914074
Fulton,2016,70643.18855856197
Fulton,2017,75121.46776388367
Fulton,2018,79664.52746893978
Fulton,2019,85774.7763348951
Fulton,2020,94677.61022705714
Fulton,2021,105164.97723124184
Fulton,2022,114922.4300268672
Fulton,2023,122574.17052411853
Fulton,2024,128632.47818998946
Fulton,2025,134579.0084636221
Fulton,2026,140503.59341568782
Fulton,2027,146428.12134956627
Fulton,2028,152349.68582655862
Fulton,2029,158296.21610019132
Fulton,2030,163411.69495923005
Genesee,2015,59140.58639289777
Genesee,2016,64471.746760719216
Genesee,2017,69036.91443004287
Genesee,2018,73219.51781219337
Genesee,2019,78258.20548589932
Genesee,2020,84725.29374329401
Genesee,2021,92262.19329610694
Genesee,2022,100163.8174112952
Genesee,2023,107962.76124568527
Genesee,2024,115513.58895646421
Genesee,2025,123012.65520600423
Genesee,2026,130510.40745401697
Genesee,2027,138008.1477601335
Genesee,2028,145527.08488405214
Genesee,2029,153026.15113359212
Genesee,2030,159185.25380202016
Herkimer,2015,75585.4916878027
Herkimer,2016,79236.19801041092
Herkimer,2017,83283.05402001643
Herkimer,2018,89394.3448109009
Herkimer,2019,96381.62022225403
Herkimer,2020,104502.14801902052
Herkimer,2021,113282.88346024498
Herkimer,2022,121668.50044911228
Herkimer,2023,128856.40743549261
Herkimer,2024,135085.3900351904
Herkimer,2025,141185.418791359
Herkimer,2026,147296.4117562058
Herkimer,2027,153407.43421791805
Herkimer,2028,159546.91910499087
Herkimer,2029,165646.94786115945
Herkimer,2030,170961.01915103153
Jefferson,2015,92784.32400673379
Jefferson,2016,95549.55519269581
Jefferson,2017,97636.59769821136
Jefferson,2018,100866.10355218068
Jefferson,2019,106987.75713267106
Jefferson,2020,114719.62839538917
Jefferson,2021,122892.21663908217
Jefferson,2022,131217.17119074604
Jefferson,2023,139353.01578859938
Jefferson,2024,147200.5854528032
Jefferson,2025,154996.15834381318
Jefferson,2026,162788.95008150616
Jefferson,2027,170581.73141320443
Jefferson,2028,178394.2038312133
Jefferson,2029,186189.77672222327
Jefferson,2030,193305.90260237525
Kings,2015,460326.01884656394
Kings,2016,489316.15914403345
Kings,2017,518026.61769217375
Kings,2018,544200.7148576117
Kings,2019,564853.322915797
Kings,2020,576932.6285079736
Kings,2021,577890.6019258145
Kings,2022,577451.6886079219
Kings,2023,593358.8458596194
Kings,2024,620929.980575816
Kings,2025,649414.7246514588
Kings,2026,677891.6630375289
Kings,2027,706368.5921766496
Kings,2028,734916.3881998723
Kings,2029,763401.1322755151
Kings,2030,788260.7169048006
Livingston,2015,85034.7002985248
Livingston,2016,88393.9537235211
Livingston,2017,90575.28270329793
Livingston,2018,94114.58599096035
Livingston,2019,101598.29444245643
Livingston,2020,111284.46562047233
Livingston,2021,121461.14000885656
Livingston,2022,131699.5359444676
Livingston,2023,141531.5072063037
Livingston,2024,150872.44484574822
Livingston,2025,160128.16599027565
Livingston,2026,169385.04544713593
Livingston,2027,178641.9288035247
Livingston,2028,187926.3057151366
Livingston,2029,197182.0268596641
Livingston,2030,205186.21613839502
Madison,2015,84382.70734968441
Madison,2016,89690.79773057766
Madison,2017,94814.10550988837
Madison,2018,100420.24581006932
Madison,2019,107340.26921070747
Madison,2020,116473.6598194138
Madison,2021,128190.20509297062
Madison,2022,138544.49465246903
Madison,2023,144901.74093880583
Madison,2024,148687.577329059
Madison,2025,152247.6010243785
Madison,2026,155807.95709069606
Madison,2027,159368.32592397512
Madison,2028,162937.17931983745
Madison,2029,166497.203015157
Madison,2030,169839.6843762433
Monroe,2015,76958.08148717218
Monroe,2016,81941.49136933732
Monroe,2017,86156.99546701308
Monroe,2018,90396.69265606313
Monroe,2019,95980.07142222764
Monroe,2020,104293.44785817243
Monroe,2021,115914.88647458465
Monroe,2022,127419.21667075792
Monroe,2023,136574.01585820413
Monroe,2024,144150.2510844938
Monroe,2025,151569.65607254856
Monroe,2026,158986.1141709747
Monroe,2027,166402.5657602542
Monroe,2028,173837.80481630028
Monroe,2029,181257.20980435502
Monroe,2030,187808.64730299835
Montgomery,2015,63613.21648856873
Montgomery,2016,68811.01694745792
Montgomery,2017,73195.70649629337
Montgomery,2018,78044.31163233439
Montgomery,2019,84515.98407624566
Montgomery,2020,93522.9725442116
Montgomery,2021,104212.88987151551
Montgomery,2022,114987.7763059574
Montgomery,2023,124812.58045986855
Montgomery,2024,133760.23803062658
Montgomery,2025,142591.6959278106
Montgomery,2026,151425.58394361413
Montgomery,2027,160259.474776838
Montgomery,2028,169121.64182936432
Montgomery,2029,177953.0997265483
Montgomery,2030,185433.46986258673
Nassau,2015,265931.2173980945
Nassau,2016,278259.7227111436
Nassau,2017,287450.00800785347
Nassau,2018,295737.4769193183
Nassau,2019,305395.77476359427
Nassau,2020,318059.73614567326
Nassau,2021,332938.32785213285
Nassau,2022,348404.5804112275
Nassau,2023,363130.57908555545
Nassau,2024,376787.44256578153
Nassau,2025,390247.34092982515
Nassau,2026,403724.228941324
Nassau,2027,417201.2043634025
Nassau,2028,430729.11630091973
Nassau,2029,444189.0146649635
Nassau,2030,456920.5378937451
New York,2015,912596.8757227589
New York,2016,917710.1143508358
New York,2017,922333.4076644484
New York,2018,924752.074691054
New York,2019,922951.6528795781
New York,2020,914997.845388763
New York,2021,899450.7612500483
New York,2022,875523.437692951
New York,2023,849696.9552015747
New York,2024,830947.8505489713
New York,2025,812931.814717776
New York,2026,794927.8994425765
New York,2027,776924.0065816772
New York,2028,758881.523856637
New York,2029,740865.4880254418
New York,2030,725079.7190476165
Niagara,2015,56585.12983464273
Niagara,2016,62292.8339575901
Niagara,2017,67733.80159892453
Niagara,2018,73255.48344437279
Niagara,2019,79293.15151942152
Niagara,2020,86374.13972505748
Niagara,2021,94894.15740165023
Niagara,2022,105070.64535900239
Niagara,2023,117176.15264448238
Niagara,2024,130681.18802564785
Niagara,2025,144277.67634716406
Niagara,2026,157869.9558148062
Niagara,2027,171462.23070172683
Niagara,2028,185087.1588981915
Niagara,2029,198683.6472197077
Niagara,2030,210456.38873197447
Oneida,2015,61969.50061941296
Oneida,2016,67884.50723730757
Oneida,2017,73981.5377369006
Oneida,2018,80431.66180471082
Oneida,2019,87599.67047760787
Oneida,2020,95877.12467873788
Oneida,2021,105129.13987482137
Oneida,2022,114680.40813162092
Oneida,2023,124241.47157085313
Oneida,2024,134027.6951984221
Oneida,2025,143847.20889596592
Oneida,2026,153651.92620824763
Oneida,2027,163456.6022473462
Oneida,2028,173275.11641173632
Oneida,2029,183094.63010928014
Oneida,2030,191596.860050514
Onondaga,2015,70152.37282722926
Onondaga,2016,75320.3292904866
Onondaga,2017,79680.28505438451
Onondaga,2018,83969.85687811296
Onondaga,2019,89002.74699469419
Onondaga,2020,95647.78866068811
Onondaga,2021,104539.2676671334
Onondaga,2022,116055.27946925384
Onondaga,2023,130609.8543133943
Onondaga,2024,147288.19709939917
Onondaga,2025,164104.07445166912
Onondaga,2026,180917.68795423035
Onondaga,2027,197731.30395623692
Onondaga,2028,214588.1812940061
Onondaga,2029,231404.05864627604
Onondaga,2030,246005.05522168646
Ontario,2015,103501.33839946224
Ontario,2016,108698.36958714384
Ontario,2017,112515.4893151237
Ontario,2018,117273.80307691982
Ontario,2019,125873.28308572575
Ontario,2020,140222.90741735694
Ontario,2021,155763.60852278184
Ontario,2022,169486.10156172578
Ontario,2023,181161.1774151174
Ontario,2024,191350.3868269555
Ontario,2025,201371.20963222103
Ontario,2026,211391.93600345103
Ontario,2027,221412.66312553722
Ontario,2028,231461.6469077596
Ontario,2029,241482.46971302514
Ontario,2030,250135.46102507325
Orange,2015,97722.84908712593
Orange,2016,109788.7136867118
Orange,2017,121829.97376711725
Orange,2018,134001.85165186413
Orange,2019,146385.2296059208
Orange,2020,159077.07099225005
Orange,2021,171842.47601656753
Orange,2022,184586.2061819687
Orange,2023,197505.07608028583
Orange,2024,210869.2599116549
Orange,2025,224235.5385876063
Orange,2026,237600.18201526147
Orange,2027,250964.8320213599
Orange,2028,264364.83478723816
Orange,2029,277731.1134631897
Orange,2030,289628.37609949533
Orleans,2015,61641.56608599189
Orleans,2016,65547.23833209202
Orleans,2017,69325.50394073444
Orleans,2018,74427.94547670991
Orleans,2019,80296.37008492163
Orleans,2020,87670.31456077972
Orleans,2021,96452.01944417233
Orleans,2022,105799.61201183607
Orleans,2023,115113.25556688897
Orleans,2024,124178.0635620448
Orleans,2025,133180.43950494763
Orleans,2026,142183.85171555795
Orleans,2027,151187.26699270043
Orleans,2028,160217.36770501762
Orleans,2029,169219.74364792046
Orleans,2030,176981.42227704488
Oswego,2015,61002.75753210875
Oswego,2016,63767.96886663331
Oswego,2017,65729.76220848192
Oswego,2018,67951.792094753
Oswego,2019,71694.6835203144
Oswego,2020,78148.93579073095
Oswego,2021,87954.40282059017
Oswego,2022,99147.15574734924
Oswego,2023,108359.2351935119
Oswego,2024,116109.21143503196
Oswego,2025,123705.89304540254
Oswego,2026,131304.6356573881
Oswego,2027,138903.38177599836
Oswego,2028,146525.60435278298
Oswego,2029,154122.28596315352
Oswego,2030,160650.23572912876
Otsego,2015,81137.78776225119
Otsego,2016,84313.87959987957
Otsego,2017,86101.28999510934
Otsego,2018,89091.64832385471
Otsego,2019,95692.73379684011
Otsego,2020,106505.32518666942
Otsego,2021,118712.38342591898
Otsego,2022,129055.45290921915
Otsego,2023,135256.11199532475
Otsego,2024,138355.80140302764
Otsego,2025,141151.13300839454
Otsego,2026,143960.2959703293
Otsego,2027,146769.49506873576
Otsego,2028,149599.72406055356
Otsego,2029,152395.05566592046
Otsego,2030,154861.4128723179
Putnam,2015,145351.30398211814
Putnam,2016,163696.5156682294
Putnam,2017,182278.52579079624
Putnam,2018,200887.0307383494
Putnam,2019,218782.40888695593
Putnam,2020,234684.4807276245
Putnam,2021,246936.73494685625
Putnam,2022,256558.88090559616
Putnam,2023,272880.8389222797
Putnam,2024,295222.6163457647
Putnam,2025,317992.7735178986
Putnam,2026,340765.70599631866
Putnam,2027,363538.6712406694
Putnam,2028,386375.26144368714
Putnam,2029,409145.41861582105
Putnam,2030,429299.5924193261
Queens,2015,294964.2564653838
Queens,2016,320140.15283966414
Queens,2017,348834.8349243682
Queens,2018,373516.37244123145
Queens,2019,385937.4361657467
Queens,2020,384013.855225132
Queens,2021,373451.92684333114
Queens,2022,361542.39575485
Queens,2023,356211.21663012175
Queens,2024,360335.6772023865
Queens,2025,365272.8345608167
Queens,2026,370221.33430683607
Queens,2027,375169.9030542055
Queens,2028,380136.280798177
Queens,2029,385073.43815660715
Queens,2030,390214.1733203792
Rensselaer,2015,100076.59522002895
Rensselaer,2016,104940.60996776995
Rensselaer,2017,109339.35423945921
Rensselaer,2018,114075.9129862903
Rensselaer,2019,120051.85306925008
Rensselaer,2020,128141.61876678468
Rensselaer,2021,138869.23001599408
Rensselaer,2022,152382.90631268054
Rensselaer,2023,166121.08116495097
Rensselaer,2024,177011.78741849703
Rensselaer,2025,187602.25175756207
Rensselaer,2026,198189.9954352472
Rensselaer,2027,208777.73824168034
Rensselaer,2028,219391.27429640898
Rensselaer,2029,229981.73863547403
Rensselaer,2030,239186.01746851357
Richmond,2015,266639.44494479895
Richmond,2016,287492.32716940687
Richmond,2017,310368.7346855851
Richmond,2018,333542.28362137894
Richmond,2019,354908.31302283116
Richmond,2020,372337.5216368724
Richmond,2021,384078.1934675923
Richmond,2022,389194.27602522256
Richmond,2023,386572.6733614816
Richmond,2024,378611.4053552299
Richmond,2025,370204.59156200266
Richmond,2026,361802.97117369063
Richmond,2027,353401.3590752138
Richmond,2028,344981.2151276617
Richmond,2029,336574.4013344346
Richmond,2030,329315.4138872347
Rockland,2015,159056.16505400918
Rockland,2016,171309.41157624172
Rockland,2017,181148.7667165748
Rockland,2018,188234.3965589737
Rockland,2019,192455.51975448817
Rockland,2020,200813.88434588423
Rockland,2021,216756.8124277586
Rockland,2022,239357.89021630085
Rockland,2023,268657.1934281399
Rockland,2024,302382.03165018465
Rockland,2025,336400.3083689949
Rockland,2026,370408.37565561244
Rockland,2027,404416.4198863237
Rockland,2028,438507.79756615864
Rockland,2029,472526.07428496896
Rockland,2030,501531.62227554596
Saratoga,2015,159501.57455329192
Saratoga,2016,164058.3944428835
Saratoga,2017,167854.7304736051
Saratoga,2018,175100.95026404716
Saratoga,2019,186377.5225674093
Saratoga,2020,198901.82294640457
Saratoga,2021,212762.28526647572
Saratoga,2022,226901.4838434103
Saratoga,2023,240306.64700898586
Saratoga,2024,252789.02182191916
Saratoga,2025,265110.1206161867
Saratoga,2026,277440.8603411812
Saratoga,2027,289771.6225956696
Saratoga,2028,302148.1419998169
Saratoga,2029,314469.24079408444
Saratoga,2030,325131.32439243724
Schenectady,2015,82384.12885511025
Schenectady,2016,88233.13227842272
Schenectady,2017,94173.77861716686
Schenectady,2018,100656.44674918348
Schenectady,2019,107964.04553792665
Schenectady,2020,116515.5339630815
Schenectady,2021,126319.83141751193
Schenectady,2022,137036.1768923707
Schenectady,2023,148576.96312613742
Schenectady,2024,160927.41099257514
Schenectady,2025,173321.62472041612
Schenectady,2026,185716.5247489567
Schenectady,2027,198111.43139474082
Schenectady,2028,210541.53873158587
Schenectady,2029,222935.7524594268
Schenectady,2030,233763.71930187673
Schoharie,2015,75423.06820905067
Schoharie,2016,79392.42171581388
Schoharie,2017,83035.92920369595
Schoharie,2018,87553.21934952053
Schoharie,2019,94279.24343093764
Schoharie,2020,104168.93219929544
Schoharie,2021,117628.87092061406
Schoharie,2022,131153.72239512476
Schoharie,2023,142207.58466691943
Schoharie,2024,151599.2971279906
Schoharie,2025,160775.76530717273
Schoharie,2026,169973.58465570063
Schoharie,2027,179171.46177873344
Schoharie,2028,188413.5952280704
Schoharie,2029,197590.06340725243
Schoharie,2030,205607.41160424313
Seneca,2015,112652.31817138217
Seneca,2016,118100.04351701653
Seneca,2017,123567.40075941866
Seneca,2018,131372.82434056522
Seneca,2019,140555.59449858862
Seneca,2020,150699.69205287815
Seneca,2021,161907.06932089917
Seneca,2022,173279.2391056533
Seneca,2023,184054.15774513874
Seneca,2024,194210.92017046743
Seneca,2025,204268.07420881256
Seneca,2026,214325.4994383691
Seneca,2027,224382.9087103932
Seneca,2028,234472.4075977473
Seneca,2029,244529.56163609246
Seneca,2030,252334.21718860033
Steuben,2015,79271.32932596478
Steuben,2016,81789.90741866936
Steuben,2017,83365.98797188788
Steuben,2018,85838.12754419565
Steuben,2019,91019.21333085874
Steuben,2020,99682.92609345504
Steuben,2021,109621.79104967926
Steuben,2022,117743.8877523394
Steuben,2023,121665.35293399489
Steuben,2024,122641.33563521809
Steuben,2025,123431.54824601352
Steuben,2026,124195.09581450373
Steuben,2027,124958.57898771104
Steuben,2028,125700.49335208621
Steuben,2029,126490.70596288175
Steuben,2030,127064.1219822152
Suffolk,2015,185793.3601024387
Suffolk,2016,190733.99629506803
Suffolk,2017,200181.56204807165
Suffolk,2018,214585.58381318816
Suffolk,2019,241474.40612655794
Suffolk,2020,257617.63293494703
Suffolk,2021,284057.4590845025
Suffolk,2022,317571.07224927354
Suffolk,2023,337795.25983293215
Suffolk,2024,361581.5052574191
Suffolk,2025,384788.84958945564
Suffolk,2026,408318.4498554445
Suffolk,2027,431848.8838404251
Suffolk,2028,455748.0952751364
Suffolk,2029,478955.43960717256
Suffolk,2030,499524.6355984251
Tioga,2015,67634.14027327902
Tioga,2016,68380.12289679349
Tioga,2017,68851.82786687333
Tioga,2018,71075.06343966593
Tioga,2019,74872.98854922979
Tioga,2020,80008.13093634775
Tioga,2021,86364.461924096
Tioga,2022,93122.3542696614
Tioga,2023,99725.08209979424
Tioga,2024,106107.97122448242
Tioga,2025,112441.06844810484
Tioga,2026,118776.35877103446
Tioga,2027,125111.65231034598
Tioga,2028,131467.70895801336
Tioga,2029,137800.8061816358
Tioga,2030,143290.4316081961
Tompkins,2015,136572.6125606918
Tompkins,2016,140743.41567225006
Tompkins,2017,143639.62548468186
Tompkins,2018,147695.03843854633
Tompkins,2019,155764.8785664573
Tompkins,2020,166909.1554600031
Tompkins,2021,177644.55606955706
Tompkins,2022,188135.40342649526
Tompkins,2023,198305.1368547014
Tompkins,2024,208057.9334994393
Tompkins,2025,217711.81963182762
Tompkins,2026,227373.86120752664
Tompkins,2027,237035.92923073485
Tompkins,2028,246733.44627684398
Tompkins,2029,256387.33240923224
Tompkins,2030,264844.7146901595
Ulster,2015,147039.93356621623
Ulster,2016,160988.9484265331
Ulster,2017,175862.43746302018
Ulster,2018,193374.17438223446
Ulster,2019,212110.46063023762
Ulster,2020,228805.93232694847
Ulster,2021,243332.0350517501
Ulster,2022,255419.22998365748
Ulster,2023,264384.9943077843
Ulster,2024,271182.8929672724
Ulster,2025,277713.64363996644
Ulster,2026,284281.9562478303
Ulster,2027,290850.4678601695
Ulster,2028,297456.56663140276
Ulster,2029,303987.3173040969
Ulster,2030,311220.58260603936
Warren,2015,127731.90208854848
Warren,2016,129669.75922192425
Warren,2017,130845.27876574488
Warren,2018,133473.12987864556
Warren,2019,140547.52488872956
Warren,2020,154191.6588460926
Warren,2021,171375.3480713713
Warren,2022,186506.52177230196
Warren,2023,197008.69726560276
Warren,2024,204599.02893609586
Warren,2025,211882.47330885965
Warren,2026,219181.48164002664
Warren,2027,226480.5188443026
Warren,2028,233818.5152059918
Warren,2029,241101.95957875563
Warren,2030,247287.78554754597
Washington,2015,103560.9866674879
Washington,2016,109283.12423503013
Washington,2017,113407.32850169508
Washington,2018,117788.29494234301
Washington,2019,124336.86233011128
Washington,2020,133780.60326552467
Washington,2021,144678.17623135328
Washington,2022,155310.53285903853
Washington,2023,164404.12022930078
Washington,2024,172058.6411339833
Washington,2025,179517.37667385951
Washington,2026,186991.60398428526
Washington,2027,194465.86990450253
Washington,2028,201976.55046014916
Washington,2029,209435.28600002534
Washington,2030,215896.00477894384
Wayne,2016,61650.806917255795
Wayne,2017,67002.57347292633
Wayne,2018,72457.53600920546
Wayne,2019,78578.83722646184
Wayne,2020,86251.6105174247
Wayne,2021,95749.86932170618
Wayne,2022,106842.75920433081
Wayne,2023,119063.88717897279
Wayne,2024,130221.49791555949
Wayne,2025,141013.33798802804
Wayne,2026,151799.6528048756
Wayne,2027,162585.95564408795
Wayne,2028,173397.3305221998
Wayne,2029,184189.17059466834
Wayne,2030,193501.10741127902
Westchester,2015,216662.55547416708
Westchester,2016,223479.7240186321
Westchester,2017,230391.94105158743
Westchester,2018,237239.66589517717
Westchester,2019,242599.90628527847
Westchester,2020,245551.11175069245
Westchester,2021,248577.82769430208
Westchester,2022,250759.61759918233
Westchester,2023,251285.25775028067
Westchester,2024,251713.25210324407
Westchester,2025,252250.83760051732
Westchester,2026,252725.49158186655
Westchester,2027,253199.94342742418
Westchester,2028,253627.93778221522
Westchester,2029,254165.5232794888
Westchester,2030,254796.97009501047
Yates,2015,132216.56502651214
Yates,2016,138424.98441444102
Yates,2017,142516.01002391538
Yates,2018,147846.28788782837
Yates,2019,158773.03844266906
Yates,2020,176574.43578492128
Yates,2021,194582.68378505847
Yates,2022,210919.6815915726
Yates,2023,225045.1435835352
Yates,2024,237528.23526807106
Yates,2025,249858.8024791605
Yates,2026,262171.83282124886
Yates,2027,274484.8225136336
Yates,2028,286816.0447523232
Yates,2029,299146.61196341267
Yates,2030,309921.66465885367
